,TMEM,P5_1,J2_1,J2_14,J1AB,T2,Q1_1,Q1_3,Q1_5,Q1_13
3977,9,1,1,2,1,2,2,2,1,1
3978,9,2,1,2,1,2,1,1,1,1
3979,12,2,1,2,1,2,2,1,2,1
3980,4,2,1,2,1,2,2,1,1,2
3981,7,2,1,2,1,2,2,1,1,1
3982,6,2,1,2,1,2,2,2,1,2
3983,6,2,1,2,1,2,2,1,1,2
3984,9,1,1,2,1,2,2,1,1,1
3985,6,1,1,2,1,2,2,1,1,1
3986,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3987,6,1,1,2,1,2,2,2,2,2
3988,6,1,1,2,1,2,2,1,1,1
3989,5,2,1,2,1,2,2,1,1,1
3990,6,2,1,2,1,2,2,1,1,1
3991,4,2,1,2,1,9,9,9,9,9
3992,7,2,1,2,1,2,2,2,1,1
3993,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
3994,5,2,1,2,1,2,2,1,2,1
3995,4,2,1,2,1,2,2,1,1,2
3996,5,2,1,2,1,2,2,1,1,1
3997,5,2,1,2,1,2,2,2,1,2
3998,3,2,1,2,1,2,2,2,1,1
3999,5,1,1,2,1,2,2,1,2,1
4000,7,2,1,2,1,9,9,9,9,9
4001,3,2,1,2,1,2,2,1,1,1
4002,3,2,1,2,1,2,2,1,1,1
4003,2,2,1,2,1,2,2,1,1,1
4004,4,2,1,2,1,3,2,2,1,1
4005,6,1,1,2,1,9,9,9,9,9
4006,6,2,1,2,1,2,2,1,1,1
4007,5,2,2,2,1,9,9,9,9,9
4008,5,1,1,2,1,2,2,1,2,1
4009,6,2,1,2,1,3,2,1,1,1
4010,4,2,1,2,1,2,2,1,1,1
4011,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4012,3,1,1,2,1,2,2,1,1,1
4013,4,1,1,2,1,2,2,2,1,2
4014,6,2,1,2,1,1,2,2,1,1
4015,4,2,1,2,1,2,2,1,1,1
4016,4,2,1,2,1,9,9,9,9,9
4017,6,1,1,2,1,2,2,1,1,1
4018,4,1,1,2,1,3,2,2,2,1
4019,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4020,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4021,10,2,1,2,1,2,2,1,2,1
4022,7,2,1,2,1,3,2,2,1,2
4023,5,2,1,2,1,2,3,2,3,1
4024,7,1,1,2,1,2,2,1,2,1
4025,2,2,1,2,1,3,2,2,1,1
4026,4,2,1,2,1,9,9,9,9,9
4027,3,2,1,2,2,2,2,2,2,2
4028,6,2,1,2,1,2,2,3,1,1
4029,6,2,1,2,1,9,9,9,9,9
4030,7,2,1,2,1,2,2,1,2,1
4031,6,2,1,2,1,2,3,2,1,1
4032,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4033,4,2,1,2,1,2,1,2,1,1
4034,2,2,1,2,1,2,2,1,1,1
4035,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4036,6,2,1,2,1,2,2,1,1,2
4037,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4038,7,2,1,2,2,3,1,2,1,1
4039,11,1,1,2,1,2,2,1,1,1
4040,5,2,1,2,1,9,9,9,9,9
4041,6,2,1,2,1,2,2,1,1,1
4042,4,2,1,2,1,9,9,9,9,9
4043,3,2,1,2,1,2,2,1,2,1
4044,12,1,1,2,1,2,2,1,1,2
4045,5,2,1,2,1,2,2,1,1,1
4046,11,2,1,2,1,3,2,3,3,1
4047,4,2,1,2,1,9,9,9,9,9
4048,3,2,1,2,2,2,2,2,1,1
4049,10,2,1,2,1,2,2,1,1,2
4050,3,2,1,2,1,3,2,1,1,1
4051,6,2,1,2,1,2,2,1,2,1
4052,8,2,1,2,1,3,2,2,2,2
4053,10,2,1,2,1,2,2,2,2,1
4054,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4055,8,2,1,2,1,2,9,9,9,9
4056,7,2,1,1,1,2,2,2,1,1
4057,5,2,1,2,1,3,2,2,1,2
4058,10,2,1,2,1,2,2,1,1,1
4059,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4060,4,2,1,2,1,2,2,1,1,1
4061,7,2,1,2,1,2,2,2,1,1
4062,5,2,1,2,1,2,2,3,1,1
4063,5,2,1,2,1,3,2,3,1,1
4064,6,2,1,2,1,2,2,1,1,1
4065,7,2,1,2,1,3,2,2,3,1
4066,8,2,1,1,1,2,2,2,3,1
4067,5,2,1,2,1,2,2,1,1,1
4068,3,2,1,2,1,9,9,9,9,9
4069,7,2,1,2,1,2,2,2,1,2
4070,11,2,1,2,1,2,1,3,1,1
4071,4,2,1,2,1,2,2,2,1,1
4072,2,2,1,2,1,3,2,2,1,3
4073,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4074,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4075,6,2,1,2,1,3,2,1,1,2
4076,7,2,1,2,1,2,2,2,2,1
4077,8,2,1,2,1,2,2,1,1,1
4078,6,2,1,2,1,3,2,2,1,1
4079,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4080,6,2,1,2,1,2,2,2,1,2
4081,5,2,1,2,1,9,9,9,9,9
4082,7,2,2,2,1,2,2,1,2,2
4083,12,2,1,2,1,1,2,1,1,1
4084,3,2,1,2,1,1,1,2,2,2
4085,7,2,1,2,1,2,2,1,1,1
4086,12,2,1,2,1,3,2,2,1,2
4087,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4088,4,2,1,2,1,9,9,9,9,9
4089,5,2,1,2,1,2,2,2,1,1
4090,5,2,1,2,1,1,2,2,1,1
4091,12,2,1,2,1,2,2,2,1,1
4092,7,2,1,2,1,2,2,1,1,2
4093,6,2,1,2,1,3,2,1,1,1
4094,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4095,11,2,1,2,1,1,2,1,3,1
4096,8,2,1,2,1,2,2,2,1,1
4097,5,2,1,2,1,2,2,1,1,1
4098,9,2,1,2,1,3,2,1,1,1
4099,5,2,2,2,2,2,1,2,1,1
4100,10,2,1,2,1,1,2,1,1,1
4101,12,2,1,2,1,2,2,2,1,1
4102,4,2,1,2,1,2,2,1,1,1
4103,7,2,1,2,1,2,2,1,1,1
4104,12,2,1,2,1,3,2,2,1,1
4105,8,2,1,2,1,2,1,2,1,1
4106,4,2,1,2,1,2,2,2,2,1
4107,12,2,1,2,1,1,2,1,1,1
4108,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4109,5,2,1,2,1,2,2,2,1,1
4110,7,2,1,2,1,2,2,2,1,1
4111,7,2,1,2,1,2,2,1,1,1
4112,11,2,1,2,1,2,2,2,1,1
4113,4,2,2,2,1,1,2,1,1,1
4114,9,2,1,2,1,1,2,2,1,1
4115,4,2,1,2,1,3,2,2,1,1
4116,9,2,1,2,1,2,1,2,1,1
4117,8,2,2,2,1,2,1,1,1,1
4118,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4119,5,2,1,2,1,1,2,1,1,1
4120,9,2,1,2,1,3,2,1,1,2
4121,3,2,1,2,1,1,2,1,1,1
4122,7,2,1,2,1,2,2,2,1,1
4123,7,2,1,2,1,2,2,1,1,1
4124,12,2,1,2,1,3,2,1,1,2
4125,8,2,1,2,1,1,1,1,2,1
4126,4,2,1,2,1,1,2,2,1,2
4127,4,2,1,2,1,2,3,2,1,1
4128,10,2,1,2,1,2,2,1,2,2
4129,5,2,1,2,1,2,2,1,2,1
4130,6,2,1,2,1,1,2,2,1,1
4131,12,2,1,2,1,2,2,1,2,1
4132,8,2,1,2,1,2,2,1,1,1
4133,5,2,1,2,1,2,2,3,1,1
4134,5,2,1,2,1,2,2,2,1,1
4135,7,2,1,2,1,2,1,1,1,1
4136,8,2,1,2,1,1,2,2,1,1
4137,5,2,1,2,2,2,2,1,1,1
4138,3,2,1,2,1,1,2,1,2,1
4139,6,2,1,2,1,2,2,2,1,1
4140,5,2,1,2,1,2,2,2,3,1
4141,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4142,5,2,1,2,1,1,2,2,1,1
4143,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4144,6,2,1,2,1,9,9,9,9,9
4145,5,2,1,2,1,2,2,2,3,1
4146,4,1,1,2,1,2,2,1,1,1
4147,6,2,1,2,1,1,2,2,1,1
4148,5,2,1,2,1,2,2,1,1,1
4149,5,2,1,2,1,3,2,1,1,1
4150,5,2,1,2,1,3,2,1,1,1
4151,6,2,1,2,1,2,2,2,1,1
4152,5,2,1,2,1,2,1,1,1,1
4153,4,2,1,2,1,2,2,3,1,1
4154,7,2,1,2,1,2,2,2,3,1
4155,10,2,1,2,1,2,2,2,3,3
4156,6,2,1,2,1,2,2,3,1,1
4157,10,2,1,2,1,1,2,1,2,1
4158,3,2,1,2,1,2,2,1,1,1
4159,10,2,1,2,1,2,2,1,1,1
4160,7,2,1,2,1,1,2,2,1,1
4161,5,2,1,2,1,3,2,1,1,1
4162,8,2,1,2,1,2,3,1,1,1
4163,6,2,2,2,1,1,2,1,1,1
4164,6,2,1,2,1,3,2,1,1,1
4165,6,2,1,1,1,1,1,1,1,1
4166,12,2,1,2,1,2,1,2,1,2
4167,6,2,1,2,1,2,2,2,1,1
4168,7,2,1,2,1,1,2,2,1,1
4169,4,2,1,2,1,2,2,2,1,1
4170,12,2,1,2,1,1,2,1,1,1
4171,6,2,1,2,1,2,2,1,1,1
4172,6,2,1,2,1,2,2,1,1,1
4173,9,2,1,2,1,2,2,1,1,1
4174,8,2,1,2,1,1,2,2,1,2
4175,5,2,1,2,1,2,2,2,1,2
4176,6,2,1,2,1,2,2,2,2,3
4177,5,2,1,2,1,3,2,3,2,2
4178,5,2,2,2,1,2,2,1,1,1
4179,8,2,1,2,1,1,2,2,1,1
4180,2,2,1,2,1,2,2,1,1,1
4181,5,2,1,2,1,2,2,3,1,1
4182,4,2,1,2,1,2,2,1,1,1
4183,8,2,1,2,1,2,2,1,1,1
4184,5,2,1,2,2,2,2,1,1,1
4185,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4186,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4187,5,2,1,2,1,2,2,1,3,1
4188,9,2,1,2,1,2,2,2,1,1
4189,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4190,4,2,1,2,1,2,1,3,1,1
4191,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4192,3,2,1,2,1,1,2,1,1,1
4193,4,2,1,2,1,2,2,1,1,1
4194,12,2,1,2,1,9,9,9,9,9
4195,8,2,1,2,1,2,2,1,1,1
4196,6,2,1,2,1,2,2,1,1,1
4197,4,2,1,2,1,3,2,2,1,1
4198,5,2,1,2,1,1,2,2,1,1
4199,4,2,1,2,1,2,3,2,1,1
4200,7,2,1,2,1,3,2,1,1,1
4201,5,2,1,2,1,2,2,1,1,1
4202,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4203,6,2,2,2,1,2,2,1,1,1
4204,6,2,1,2,1,2,2,3,1,3
4205,5,2,1,2,1,2,2,1,1,1
4206,7,2,1,2,1,1,2,3,3,1
4207,5,2,1,2,1,2,2,1,1,1
4208,6,2,1,2,1,9,9,9,9,9
4209,9,2,1,2,1,3,3,2,1,1
4210,4,2,1,2,1,2,2,2,1,1
4211,5,2,1,2,1,9,9,9,9,9
4212,7,2,1,2,1,3,2,2,1,1
4213,4,2,1,2,1,2,2,2,1,2
4214,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4215,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4216,3,2,1,2,2,9,9,9,9,9
4217,6,2,1,2,1,2,2,2,1,2
4218,10,2,1,2,1,2,2,1,2,1
4219,4,2,1,2,1,2,2,2,1,1
4220,4,2,1,2,1,2,2,2,1,1
4221,3,2,1,2,1,2,2,2,1,1
4222,5,2,1,2,1,2,2,2,1,3
4223,4,2,1,2,1,2,2,2,1,1
4224,6,2,1,2,2,2,2,2,1,1
4225,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4226,3,2,1,2,2,2,2,2,1,1
4227,4,2,1,2,1,2,2,2,1,1
4228,5,2,2,2,1,3,2,2,1,1
4229,5,2,1,2,1,2,2,2,1,1
4230,5,2,1,2,1,1,2,1,1,1
4231,7,2,1,2,1,2,1,1,1,1
4232,6,1,1,2,1,2,2,2,1,1
4233,6,2,1,2,1,3,2,2,1,1
4234,4,2,2,2,1,1,2,3,2,1
4235,11,2,1,2,1,2,2,2,1,2
4236,5,2,1,2,1,2,2,1,1,1
4237,6,2,1,2,1,3,3,1,1,1
4238,6,2,1,2,1,2,2,2,1,1
4239,4,2,1,2,1,2,1,2,1,2
4240,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4241,4,2,1,2,1,3,2,2,1,1
4242,8,2,1,2,1,2,1,1,1,1
4243,10,2,1,2,1,2,2,2,1,1
4244,6,2,1,2,1,3,2,2,1,1
4245,4,2,1,2,1,2,3,2,1,1
4246,4,2,1,2,1,1,2,2,2,1
4247,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4248,8,2,1,2,1,2,2,1,1,1
4249,7,2,1,2,1,2,2,2,1,2
4250,4,2,1,2,1,9,9,9,9,9
4251,3,2,1,2,1,2,2,2,1,1
4252,6,2,1,2,1,2,2,2,1,1
4253,5,2,1,2,1,1,2,2,1,1
4254,4,2,1,2,1,2,2,2,1,1
4255,4,2,1,2,1,2,2,2,1,1
4256,3,2,1,2,1,3,2,2,1,1
4257,5,2,1,2,1,3,2,1,1,1
4258,4,2,1,2,1,9,9,9,9,9
4259,4,2,2,2,1,2,2,1,1,1
4260,4,2,1,2,1,2,2,2,2,1
4261,4,2,1,2,1,2,2,1,1,1
4262,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4263,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4264,2,2,2,2,1,2,2,2,1,1
4265,4,2,1,2,1,2,2,2,1,1
4266,5,2,1,2,1,3,2,2,1,1
4267,7,2,1,2,1,2,2,1,1,1
4268,10,2,1,2,1,2,2,2,1,2
4269,7,2,1,2,1,2,2,2,1,1
4270,4,2,1,2,1,3,2,2,1,1
4271,3,2,1,2,1,2,2,2,1,1
4272,8,2,1,2,2,9,9,9,9,9
4273,3,2,1,2,1,9,9,9,9,9
4274,4,2,1,2,2,2,2,1,1,1
4275,4,2,1,2,1,2,2,2,1,2
4276,7,2,1,2,1,2,2,1,1,1
4277,5,2,1,2,1,3,1,2,1,1
4278,3,2,1,2,1,2,2,1,1,3
4279,7,1,1,2,1,1,2,1,1,1
4280,6,2,1,2,1,9,9,9,9,9
4281,12,2,1,2,1,2,1,1,1,1
4282,5,1,1,2,1,9,9,9,9,9
4283,5,2,2,2,1,2,2,2,1,1
4284,4,2,1,2,1,2,2,1,1,1
4285,4,2,1,2,1,9,9,9,9,9
4286,10,2,1,2,1,9,9,9,9,9
4287,4,2,1,2,1,2,2,1,1,2
4288,7,2,1,1,1,3,2,1,1,1
4289,12,2,1,2,1,3,3,1,1,1
4290,10,2,1,2,1,3,2,2,2,1
4291,12,2,1,2,1,2,2,2,1,1
4292,9,2,1,2,1,9,9,9,9,9
4293,9,2,1,2,1,2,2,1,1,1
4294,4,2,1,2,1,2,2,2,2,1
4295,4,2,1,2,1,2,2,2,2,1
4296,4,2,1,2,1,3,2,2,1,1
4297,5,2,1,1,1,1,2,2,1,2
4298,5,2,1,2,1,2,2,2,1,1
4299,10,2,1,2,1,3,3,2,1,1
4300,4,2,1,2,1,2,3,2,1,1
4301,4,2,1,2,1,9,9,9,9,9
4302,9,2,1,2,1,2,2,1,1,1
4303,5,2,1,2,1,2,2,2,1,1
4304,6,2,1,2,1,3,3,2,1,1
4305,5,2,1,2,1,2,2,2,1,1
4306,5,2,1,2,1,2,2,2,3,1
4307,5,2,1,2,1,3,2,3,2,1
4308,4,2,2,2,1,2,2,2,1,1
4309,11,2,1,2,1,2,2,2,1,1
4310,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4311,5,2,1,2,2,3,2,2,1,1
4312,5,2,1,2,1,2,2,1,1,1
4313,7,2,1,2,1,2,1,2,1,1
4314,12,2,1,2,1,1,2,1,1,1
4315,4,2,1,2,1,2,2,1,2,1
4316,6,2,1,2,1,2,2,1,1,2
4317,7,2,1,2,1,2,2,2,2,1
4318,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4319,6,2,1,2,1,2,2,1,1,1
4320,5,2,1,2,1,1,2,1,1,1
4321,5,2,1,2,1,2,1,2,2,1
4322,10,2,1,2,1,2,2,1,1,1
4323,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4324,4,2,1,2,1,2,1,1,1,1
4325,4,2,2,2,1,2,2,1,1,1
4326,8,2,1,2,1,1,2,2,1,1
4327,7,2,1,2,1,2,2,1,1,1
4328,4,2,1,2,1,1,2,2,2,1
4329,5,2,1,2,1,1,2,2,1,2
4330,5,2,1,2,1,2,2,1,1,1
4331,5,2,1,2,1,3,3,2,1,1
4332,6,2,1,2,1,1,2,2,2,1
4333,6,2,2,2,1,2,2,2,1,1
4334,12,2,1,2,1,1,2,2,1,2
4335,7,2,1,2,1,1,2,1,1,1
4336,6,2,1,2,1,2,2,2,2,1
4337,11,2,1,2,1,2,2,1,1,1
4338,12,2,1,2,1,2,2,2,1,1
4339,5,2,1,2,1,2,2,2,1,1
4340,5,2,1,2,1,1,2,2,1,2
4341,12,2,1,2,1,2,2,2,1,1
4342,5,2,1,2,1,9,9,9,9,9
4343,4,2,1,2,1,2,2,2,1,1
4344,6,2,1,2,1,1,2,1,1,1
4345,4,2,1,2,1,2,2,1,1,2
4346,5,2,1,2,1,3,2,1,1,2
4347,12,2,1,2,1,2,2,2,2,1
4348,11,2,1,2,1,3,2,2,1,1
4349,12,2,1,2,1,2,2,1,1,1
4350,4,2,1,2,1,2,2,2,1,1
4351,7,2,1,2,1,2,2,2,2,1
4352,8,2,1,2,1,1,2,1,1,1
4353,6,2,1,2,1,1,2,2,1,2
4354,6,2,1,1,1,1,1,1,1,1
4355,4,2,1,2,1,2,2,2,1,1
4356,11,2,2,2,1,1,2,1,1,1
4357,5,2,1,2,1,1,9,9,9,9
4358,5,2,1,2,1,2,2,1,1,1
4359,6,2,1,2,1,2,2,2,1,1
4360,10,2,1,2,1,1,2,1,1,1
4361,3,2,1,2,1,1,3,2,3,3
4362,4,2,1,2,1,2,2,2,1,1
4363,5,2,1,2,1,2,2,2,1,1
4364,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
4365,8,2,1,2,1,2,2,2,1,1
4366,4,2,1,2,1,1,2,2,1,2
4367,9,2,1,2,1,2,2,2,2,1
4368,5,2,1,2,1,3,3,1,1,1
4369,4,2,1,2,1,2,2,2,1,1
4370,8,2,1,2,1,3,2,2,1,1
4371,5,2,1,2,1,1,2,1,2,2
4372,7,2,1,2,1,2,2,2,1,2
4373,8,2,1,2,1,2,2,1,1,2
4374,5,2,1,2,1,2,2,1,2,1
4375,5,2,2,2,2,1,2,1,1,1
4376,12,2,1,2,1,3,1,1,1,1
4377,6,2,1,2,1,2,2,2,1,3
4378,10,2,1,2,1,2,2,1,2,1
4379,6,2,1,2,1,2,2,1,1,1
4380,9,1,1,2,1,2,2,2,1,1
4381,9,2,1,2,1,2,2,2,1,1
4382,9,2,1,2,1,1,2,1,1,1
4383,4,2,1,2,1,1,2,1,1,1
